NoteID,CanonicalWord,Word,PromptHint,British,American,MeaningPrimary,ExampleSentence,ExampleTranslation,LearnerLevel,LearningOrder,Sources,SourceBooks,Tags
KV000087,tea,tea,,[tiː],[tiː],茶,My grandfather has tea after lunch.,我爷爷午饭后喝茶。,4,,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::library
KV000088,milk,milk,,[mɪlk],[mɪlk],牛奶,I have milk for breakfast every morning.,我每天早饭都喝牛奶。,4,,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::library
KV000089,water,water,,[ˈwɔːtə(r)],[ˈwɔːtər],水,I always take some water to school.,我总会带些水去学校。,4,,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::library
KV000090,thirsty,thirsty,,[ˈθɜːsti],[ˈθɜːrsti],口渴的,I am thirsty after PE class.,体育课后我口渴了。,4,,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::library
KV000091,thanks,thanks,,[θæŋks],[θæŋks],谢谢,Thanks for the water.,谢谢你的水。,4,,rj_start1,rj_start1::1年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 stage::library
KV000092,shirt,shirt,,[ʃɜːt],[ʃɜːrt],衬衫,I wore a blue shirt to school today.,我今天穿了一件蓝色衬衫去学校。,4,000095,rj_start1,rj_start1::1年级下|rj_start1::3年级上|rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::上 stage::grade4-current
KV000093,T-shirt,T-shirt,,[ˈtiː ʃɜːt],[ˈtiː ʃɜːrt],T恤衫,This T-shirt is too small for me now.,这件T恤现在对我来说太小了。,4,000106,rj_start1,rj_start1::1年级下|rj_start1::3年级上|rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::上 stage::grade4-current
KV000094,skirt,skirt,,[skɜːt],[skɜːrt],短裙；裙子,She wore a red skirt to the party.,她穿着一条红裙子去参加聚会。,4,000176,rj_start1,rj_start1::1年级下|rj_start1::3年级上|rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::上 stage::grade4-current
KV000095,dress,dress,,[dres],[dres],连衣裙,My sister wore a yellow dress to the party.,我妹妹穿着一条黄色连衣裙去参加聚会。,4,000097,rj_start1,rj_start1::1年级下|rj_start1::3年级上|rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::上 stage::grade4-current
KV000096,socks,sock,,[sɒk],[sɑːk],短袜,This sock is blue.,这只短袜是蓝色的。,4,000092,rj_start1,rj_start1::1年级下|rj_start1::3年级上|rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::上 stage::grade4-current
KV000097,shorts,shorts,,[ʃɔːts],[ʃɔːrts],短裤,I wear shorts when it is hot.,天气热的时候我穿短裤。,4,000174,rj_start1,rj_start1::1年级下|rj_start1::3年级上|rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::上 stage::grade4-current
KV000098,your,your,,[jɔː(r); jə(r)],[jʊr; jər],你的；你们的,Is this your ruler or mine?,这是你的尺子还是我的？,4,,rj_start1,rj_start1::1年级下|rj_start1::3年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::1 source::rj_start1::grade::1::下 source::rj_start1::grade::3 source::rj_start1::grade::3::上 stage::library
KV000099,father,father,,[ˈfɑːðə(r)],[ˈfɑːðər],爸爸；父亲,My father usually drives me to school.,我爸爸通常开车送我上学。,4,,rj_start1,rj_start1::2年级上|rj_start1::3年级下|rj_start1::4年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 source::rj_start1::grade::3 source::rj_start1::grade::3::下 source::rj_start1::grade::4 source::rj_start1::grade::4::上 stage::library
KV000100,mother,mother,,[ˈmʌðə(r)],[ˈmʌðər],妈妈；母亲,My mother likes reading after dinner.,我妈妈喜欢晚饭后读书。,4,,rj_start1,rj_start1::2年级上|rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::library
KV000101,brother,brother,,[ˈbrʌðə(r)],[ˈbrʌðər],兄弟；哥哥；弟弟,My brother and I play basketball after school.,我和哥哥（弟弟）放学后打篮球。,4,,rj_start1,rj_start1::2年级上|rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::library
KV000102,sister,sister,,[ˈsɪstə(r)],[ˈsɪstər],姐妹；姐姐；妹妹,My sister is drawing a picture in her room.,我姐姐（妹妹）正在房间里画画。,4,,rj_start1,rj_start1::2年级上|rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::library
KV000103,grandmother,grandmother,,[ˈɡrænmʌðə(r)],[ˈɡrænmʌðər],奶奶；外婆,My grandmother reads with me before bed.,我奶奶（外婆）睡前和我一起读书。,4,,rj_start1,rj_start1::2年级上|rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::library
KV000104,grandfather,grandfather,,[ˈɡrænfɑːðə(r)],[ˈɡrænfɑːðər],爷爷；外公,My grandfather walks in the park every morning.,我爷爷（外公）每天早上在公园散步。,4,,rj_start1,rj_start1::2年级上|rj_start1::3年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 source::rj_start1::grade::3 source::rj_start1::grade::3::下 stage::library
KV000105,who,who,,[huː],[huː],谁,Who is the boy standing by the door?,站在门边的那个男孩是谁？,4,,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::library
KV000106,he,he,,[hi; iː; i; hiː],[hi; iː; i; hiː],他,He usually goes to school by bus.,他通常坐公交车上学。,4,,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::library
KV000107,she,she,,[ʃi],[ʃi; ʃiː],她,She likes reading books after school.,她喜欢放学后读书。,4,,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::library
KV000108,classmate,classmate,,[ˈklɑːsmeɪt],[ˈklæsmeɪt],同班同学,My classmate and I play basketball after school.,我和同班同学放学后打篮球。,4,,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::library
KV000109,friend,friend,,[frend],[frend],朋友,My friend and I read books after school.,我和朋友放学后一起读书。,4,,rj_start1,rj_start1::2年级上|rj_start1::4年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 source::rj_start1::grade::4 source::rj_start1::grade::4::上 stage::library
KV000110,woman,woman,,[ˈwʊmən],[ˈwʊmən],女人；妇女,The woman near the door is our teacher.,门边的那位女士是我们的老师。,4,,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::library
KV000111,girl,girl,,[ɡɜːl],[ɡɜːrl],女孩,The girl in the blue dress is my classmate.,穿蓝色连衣裙的女孩是我的同班同学。,4,,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::library
KV000112,man,man,,[mæn],[mæn],男人,The man near the school is my father.,学校附近的那个男人是我爸爸。,4,,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::library
KV000113,boy,boy,,[bɔɪ],[bɔɪ],男孩,The boy with the red schoolbag is my friend.,背红色书包的男孩是我的朋友。,4,,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::library
KV000114,look,look,,[lʊk],[lʊk],看,Look at the words on the blackboard.,看黑板上的单词。,4,,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::library
KV000115,his,his,,[hɪz],[hɪz; ɪz],他的,His schoolbag is under the desk.,他的书包在课桌下面。,4,000020,rj_start1,rj_start1::2年级上|rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::grade4-current
KV000116,name,name,,[neɪm],[neɪm],名字,Her name is on the first page of the book.,她的名字在书的第一页上。,4,,rj_start1,rj_start1::2年级上|rj_start1::3年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 source::rj_start1::grade::3 source::rj_start1::grade::3::上 stage::library
KV000117,her,her,,[hə(r)],[hər; ɜːr; ər; hɜːr],她的,Her blue pencil is on my desk.,她的蓝色铅笔在我的课桌上。,4,,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::library
KV000118,or,or,,[ɔː(r)],[ɔːr],或者,Is he tall or short?,他是高还是矮？,4,,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::library
KV000119,big,big,,[bɪɡ],[bɪɡ],大的,Our school is big and has many classrooms.,我们学校很大，有很多教室。,4,,rj_start1,rj_start1::2年级上|rj_start1::3年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 source::rj_start1::grade::3 source::rj_start1::grade::3::上 stage::library
KV000120,tall,tall,,[tɔːl],[tɔːl],高的,My father is taller than my mother.,我爸爸比我妈妈高。,4,,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::library
KV000121,pretty,pretty,,[ˈprɪti],[ˈprɪti],漂亮的,She looks pretty in that red dress.,她穿那条红色连衣裙很好看。,4,,rj_start1,rj_start1::2年级上|rj_start1::4年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 source::rj_start1::grade::4 source::rj_start1::grade::4::下 stage::library
KV000122,thin,thin,,[θɪn],[θɪn],瘦的,My brother is tall and thin.,我哥哥（弟弟）又高又瘦。,4,,rj_start1,rj_start1::2年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 stage::library
KV000123,short,short,,[ʃɔːt],[ʃɔːrt],矮的；短的,This ruler is too short for the desk.,这把尺子对这张课桌来说太短了。,4,,rj_start1,rj_start1::2年级上|rj_start1::3年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::上 source::rj_start1::grade::3 source::rj_start1::grade::3::上 stage::library
